Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20250515,TX     ,202505     ,150000,21698,98,-,-,*
20250515,TX     ,202505     ,150000,21697,6,-,-, 
20250515,TX     ,202505     ,150000,21697,2,-,-, 
20250515,TX     ,202505     ,150000,21698,2,-,-, 
20250515,TX     ,202505     ,150000,21696,2,-,-, 
20250515,TX     ,202505     ,150000,21696,2,-,-, 
20250515,TX     ,202505     ,150000,21695,4,-,-, 
20250515,TX     ,202505     ,150000,21695,2,-,-, 
20250515,TX     ,202505     ,150000,21694,2,-,-, 
20250515,TX     ,202505     ,150000,21694,2,-,-, 
20250515,TX     ,202505     ,150000,21693,2,-,-, 
20250515,TX     ,202505     ,150000,21692,2,-,-, 
20250515,TX     ,202505     ,150000,21697,2,-,-, 
20250515,TX     ,202505     ,150001,21697,2,-,-, 
20250515,TX     ,202505     ,150001,21692,2,-,-, 
20250515,TX     ,202505     ,150001,21692,2,-,-, 
20250515,TX     ,202505     ,150002,21697,2,-,-, 
20250515,TX     ,202505     ,150005,21698,8,-,-, 
20250515,TX     ,202505     ,150005,21699,36,-,-, 
20250515,TX     ,202505     ,150005,21700,8,-,-, 
20250515,TX     ,202505     ,150005,21701,4,-,-, 
20250515,TX     ,202505     ,150005,21699,2,-,-, 
20250515,TX     ,202505     ,150005,21701,4,-,-, 
20250515,TX     ,202505     ,150005,21702,2,-,-, 
20250515,TX     ,202505     ,150005,21702,2,-,-, 
20250515,TX     ,202505     ,150005,21700,2,-,-, 
20250515,TX     ,202505     ,150005,21701,2,-,-, 
20250515,TX     ,202505     ,150006,21702,2,-,-, 
20250515,TX     ,202505     ,150006,21703,2,-,-, 
20250515,TX     ,202505     ,150006,21703,2,-,-, 
20250515,TX     ,202505     ,150006,21703,2,-,-, 
20250515,TX     ,202505     ,150006,21704,4,-,-, 
20250515,TX     ,202505     ,150006,21705,8,-,-, 
20250515,TX     ,202505     ,150006,21705,2,-,-, 
20250515,TX     ,202505     ,150006,21703,2,-,-, 
20250515,TX     ,202505     ,150007,21703,2,-,-, 
20250515,TX     ,202505     ,150008,21704,2,-,-, 
20250515,TX     ,202505     ,150008,21703,2,-,-, 
20250515,TX     ,202505     ,150008,21701,2,-,-, 
20250515,TX     ,202505     ,150008,21701,2,-,-, 
20250515,TX     ,202505     ,150008,21701,2,-,-, 
20250515,TX     ,202505     ,150008,21701,2,-,-, 
20250515,TX     ,202505     ,150008,21701,4,-,-, 
20250515,TX     ,202505     ,150008,21700,2,-,-, 
20250515,TX     ,202505     ,150010,21702,2,-,-, 
20250515,TX     ,202505     ,150010,21704,2,-,-, 
20250515,TX     ,202505     ,150010,21704,2,-,-, 
20250515,TX     ,202505     ,150010,21704,4,-,-, 
20250515,TX     ,202505     ,150010,21703,2,-,-, 
20250515,TX     ,202505     ,150010,21704,2,-,-, 
20250515,TX     ,202505     ,150011,21705,2,-,-, 
20250515,TX     ,202505     ,150011,21705,2,-,-, 
20250515,TX     ,202505     ,150011,21704,2,-,-, 
20250515,TX     ,202505     ,150011,21706,6,-,-, 
20250515,TX     ,202505     ,150011,21707,8,-,-, 
20250515,TX     ,202505     ,150011,21706,2,-,-, 
20250515,TX     ,202505     ,150011,21705,2,-,-, 
20250515,TX     ,202505     ,150011,21705,2,-,-, 
20250515,TX     ,202505     ,150011,21705,2,-,-, 
20250515,TX     ,202505     ,150011,21705,2,-,-, 
20250515,TX     ,202505     ,150011,21705,4,-,-, 
20250515,TX     ,202505     ,150011,21704,2,-,-, 
20250515,TX     ,202505     ,150011,21706,2,-,-, 
20250515,TX     ,202505     ,150012,21704,2,-,-, 
20250515,TX     ,202505     ,150012,21704,2,-,-, 
20250515,TX     ,202505     ,150012,21705,2,-,-, 
20250515,TX     ,202505     ,150013,21704,2,-,-, 
20250515,TX     ,202505     ,150014,21706,2,-,-, 
20250515,TX     ,202505     ,150015,21706,2,-,-, 
20250515,TX     ,202505     ,150015,21704,2,-,-, 
20250515,TX     ,202505     ,150016,21705,2,-,-, 
20250515,TX     ,202505     ,150019,21705,2,-,-, 
20250515,TX     ,202505     ,150019,21704,2,-,-, 
20250515,TX     ,202505     ,150021,21702,2,-,-, 
20250515,TX     ,202505     ,150021,21701,2,-,-, 
20250515,TX     ,202505     ,150021,21705,2,-,-, 
20250515,TX     ,202505     ,150022,21702,2,-,-, 
20250515,TX     ,202505     ,150022,21701,2,-,-, 
20250515,TX     ,202505     ,150022,21704,2,-,-, 
20250515,TX     ,202505     ,150022,21703,2,-,-, 
20250515,TX     ,202505     ,150026,21700,2,-,-, 
20250515,TX     ,202505     ,150026,21700,2,-,-, 
20250515,TX     ,202505     ,150026,21700,2,-,-, 
20250515,TX     ,202505     ,150026,21700,4,-,-, 
20250515,TX     ,202505     ,150026,21700,2,-,-, 
20250515,TX     ,202505     ,150027,21699,2,-,-, 
20250515,TX     ,202505     ,150028,21700,2,-,-, 
20250515,TX     ,202505     ,150029,21698,2,-,-, 
20250515,TX     ,202505     ,150029,21697,2,-,-, 
20250515,TX     ,202505     ,150029,21696,4,-,-, 
20250515,TX     ,202505     ,150029,21695,2,-,-, 
20250515,TX     ,202505     ,150029,21698,2,-,-, 
20250515,TX     ,202505     ,150030,21699,6,-,-, 
20250515,TX     ,202505     ,150031,21700,2,-,-, 
20250515,TX     ,202505     ,150031,21699,4,-,-, 
20250515,TX     ,202505     ,150032,21697,2,-,-, 
20250515,TX     ,202505     ,150032,21697,2,-,-, 
20250515,TX     ,202505     ,150032,21697,2,-,-, 
20250515,TX     ,202505     ,150032,21696,2,-,-, 
20250515,TX     ,202505     ,150032,21696,2,-,-, 
20250515,TX     ,202505     ,150034,21699,2,-,-, 
20250515,TX     ,202505     ,150034,21699,2,-,-, 
20250515,TX     ,202505     ,150036,21699,2,-,-, 
20250515,TX     ,202505     ,150036,21699,2,-,-, 
20250515,TX     ,202505     ,150036,21698,2,-,-, 
20250515,TX     ,202505     ,150036,21698,2,-,-, 
20250515,TX     ,202505     ,150036,21698,2,-,-, 
20250515,TX     ,202505     ,150036,21700,2,-,-, 
20250515,TX     ,202505     ,150037,21697,2,-,-, 
20250515,TX     ,202505     ,150038,21699,2,-,-, 
20250515,TX     ,202505     ,150038,21699,2,-,-, 
20250515,TX     ,202505     ,150038,21699,4,-,-, 
20250515,TX     ,202505     ,150040,21698,2,-,-, 
20250515,TX     ,202505     ,150044,21698,2,-,-, 
20250515,TX     ,202505     ,150046,21698,2,-,-, 
20250515,TX     ,202505     ,150046,21698,2,-,-, 
20250515,TX     ,202505     ,150046,21697,2,-,-, 
20250515,TX     ,202505     ,150046,21697,2,-,-, 
20250515,TX     ,202505     ,150046,21696,2,-,-, 
20250515,TX     ,202505     ,150046,21699,2,-,-, 
20250515,TX     ,202505     ,150047,21698,6,-,-, 
20250515,TX     ,202505     ,150047,21698,2,-,-, 
20250515,TX     ,202505     ,150047,21697,2,-,-, 
20250515,TX     ,202505     ,150047,21697,2,-,-, 
20250515,TX     ,202505     ,150047,21697,2,-,-, 
20250515,TX     ,202505     ,150047,21697,2,-,-, 
20250515,TX     ,202505     ,150047,21699,4,-,-, 
20250515,TX     ,202505     ,150049,21699,4,-,-, 
20250515,TX     ,202505     ,150051,21699,2,-,-, 
20250515,TX     ,202505     ,150052,21699,2,-,-, 
20250515,TX     ,202505     ,150054,21698,2,-,-, 
20250515,TX     ,202505     ,150054,21698,2,-,-, 
20250515,TX     ,202505     ,150056,21699,2,-,-, 
20250515,TX     ,202505     ,150058,21699,2,-,-, 
20250515,TX     ,202505     ,150100,21697,2,-,-, 
20250515,TX     ,202505     ,150100,21696,2,-,-, 
20250515,TX     ,202505     ,150100,21696,4,-,-, 
20250515,TX     ,202505     ,150100,21696,4,-,-, 
20250515,TX     ,202505     ,150100,21696,2,-,-, 
20250515,TX     ,202505     ,150100,21696,2,-,-, 
20250515,TX     ,202505     ,150100,21696,2,-,-, 
20250515,TX     ,202505     ,150100,21695,2,-,-, 
20250515,TX     ,202505     ,150100,21695,6,-,-, 
20250515,TX     ,202505     ,150100,21695,2,-,-, 
20250515,TX     ,202505     ,150100,21695,4,-,-, 
20250515,TX     ,202505     ,150100,21694,2,-,-, 
20250515,TX     ,202505     ,150100,21694,2,-,-, 
20250515,TX     ,202505     ,150100,21696,2,-,-, 
20250515,TX     ,202505     ,150101,21697,2,-,-, 
20250515,TX     ,202505     ,150101,21696,2,-,-, 
20250515,TX     ,202505     ,150102,21695,2,-,-, 
20250515,TX     ,202505     ,150102,21696,2,-,-, 
20250515,TX     ,202505     ,150102,21696,2,-,-, 
20250515,TX     ,202505     ,150104,21696,2,-,-, 
20250515,TX     ,202505     ,150105,21698,2,-,-, 
20250515,TX     ,202505     ,150108,21696,2,-,-, 
20250515,TX     ,202505     ,150108,21696,2,-,-, 
20250515,TX     ,202505     ,150109,21695,4,-,-, 
20250515,TX     ,202505     ,150109,21693,2,-,-, 
20250515,TX     ,202505     ,150109,21693,2,-,-, 
20250515,TX     ,202505     ,150109,21693,2,-,-, 
20250515,TX     ,202505     ,150109,21693,2,-,-, 
20250515,TX     ,202505     ,150109,21693,2,-,-, 
20250515,TX     ,202505     ,150110,21694,2,-,-, 
20250515,TX     ,202505     ,150110,21694,2,-,-, 
20250515,TX     ,202505     ,150112,21693,2,-,-, 
20250515,TX     ,202505     ,150112,21695,4,-,-, 
20250515,TX     ,202505     ,150112,21694,2,-,-, 
20250515,TX     ,202505     ,150112,21692,2,-,-, 
20250515,TX     ,202505     ,150115,21691,2,-,-, 
20250515,TX     ,202505     ,150115,21690,2,-,-, 
20250515,TX     ,202505     ,150115,21689,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21686,4,-,-, 
20250515,TX     ,202505     ,150115,21689,4,-,-, 
20250515,TX     ,202505     ,150115,21690,6,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21689,2,-,-, 
20250515,TX     ,202505     ,150115,21689,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21688,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21687,2,-,-, 
20250515,TX     ,202505     ,150115,21689,2,-,-, 
20250515,TX     ,202505     ,150115,21689,4,-,-, 
20250515,TX     ,202505     ,150115,21689,4,-,-, 
20250515,TX     ,202505     ,150116,21687,2,-,-, 
20250515,TX     ,202505     ,150116,21686,2,-,-, 
20250515,TX     ,202505     ,150116,21685,2,-,-, 
20250515,TX     ,202505     ,150116,21684,2,-,-, 
20250515,TX     ,202505     ,150116,21687,4,-,-, 
20250515,TX     ,202505     ,150116,21685,2,-,-, 
20250515,TX     ,202505     ,150116,21687,2,-,-, 
20250515,TX     ,202505     ,150116,21688,2,-,-, 
20250515,TX     ,202505     ,150116,21687,2,-,-, 
20250515,TX     ,202505     ,150116,21686,2,-,-, 
20250515,TX     ,202505     ,150116,21688,2,-,-, 
20250515,TX     ,202505     ,150116,21685,2,-,-, 
20250515,TX     ,202505     ,150117,21684,2,-,-, 
20250515,TX     ,202505     ,150117,21687,2,-,-, 
20250515,TX     ,202505     ,150119,21686,2,-,-, 
20250515,TX     ,202505     ,150119,21684,2,-,-, 
20250515,TX     ,202505     ,150119,21684,2,-,-, 
20250515,TX     ,202505     ,150119,21683,2,-,-, 
20250515,TX     ,202505     ,150119,21685,2,-,-, 
20250515,TX     ,202505     ,150119,21682,2,-,-, 
20250515,TX     ,202505     ,150119,21682,2,-,-, 
20250515,TX     ,202505     ,150119,21682,2,-,-, 
20250515,TX     ,202505     ,150119,21683,2,-,-, 
20250515,TX     ,202505     ,150119,21683,2,-,-, 
20250515,TX     ,202505     ,150119,21684,2,-,-, 
20250515,TX     ,202505     ,150119,21684,2,-,-, 
20250515,TX     ,202505     ,150120,21684,2,-,-, 
20250515,TX     ,202505     ,150121,21683,2,-,-, 
20250515,TX     ,202505     ,150122,21682,2,-,-, 
20250515,TX     ,202505     ,150122,21681,2,-,-, 
20250515,TX     ,202505     ,150122,21680,2,-,-, 
20250515,TX     ,202505     ,150123,21680,2,-,-, 
20250515,TX     ,202505     ,150123,21682,2,-,-, 
20250515,TX     ,202505     ,150123,21680,2,-,-, 
20250515,TX     ,202505     ,150123,21679,2,-,-, 
20250515,TX     ,202505     ,150123,21678,4,-,-, 
20250515,TX     ,202505     ,150123,21678,2,-,-, 
20250515,TX     ,202505     ,150123,21678,4,-,-, 
20250515,TX     ,202505     ,150123,21678,2,-,-, 
20250515,TX     ,202505     ,150123,21678,2,-,-, 
20250515,TX     ,202505     ,150123,21678,4,-,-, 
20250515,TX     ,202505     ,150123,21677,2,-,-, 
20250515,TX     ,202505     ,150123,21677,4,-,-, 
20250515,TX     ,202505     ,150123,21677,2,-,-, 
20250515,TX     ,202505     ,150123,21677,4,-,-, 
20250515,TX     ,202505     ,150123,21676,6,-,-, 
20250515,TX     ,202505     ,150123,21676,2,-,-, 
20250515,TX     ,202505     ,150123,21676,2,-,-, 
20250515,TX     ,202505     ,150123,21676,4,-,-, 
20250515,TX     ,202505     ,150123,21676,2,-,-, 
20250515,TX     ,202505     ,150123,21676,2,-,-, 
20250515,TX     ,202505     ,150123,21675,2,-,-, 
20250515,TX     ,202505     ,150123,21675,6,-,-, 
20250515,TX     ,202505     ,150123,21675,2,-,-, 
20250515,TX     ,202505     ,150123,21675,2,-,-, 
20250515,TX     ,202505     ,150123,21674,10,-,-, 
20250515,TX     ,202505     ,150123,21674,2,-,-, 
20250515,TX     ,202505     ,150123,21674,2,-,-, 
20250515,TX     ,202505     ,150123,21674,2,-,-, 
20250515,TX     ,202505     ,150123,21677,6,-,-, 
20250515,TX     ,202505     ,150123,21678,6,-,-, 
20250515,TX     ,202505     ,150123,21676,2,-,-, 
20250515,TX     ,202505     ,150123,21674,2,-,-, 
20250515,TX     ,202505     ,150123,21674,2,-,-, 
20250515,TX     ,202505     ,150123,21674,2,-,-, 
20250515,TX     ,202505     ,150123,21674,2,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150123,21672,6,-,-, 
20250515,TX     ,202505     ,150123,21672,2,-,-, 
20250515,TX     ,202505     ,150123,21675,2,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150123,21672,2,-,-, 
20250515,TX     ,202505     ,150123,21672,2,-,-, 
20250515,TX     ,202505     ,150123,21672,2,-,-, 
20250515,TX     ,202505     ,150123,21671,2,-,-, 
20250515,TX     ,202505     ,150123,21671,2,-,-, 
20250515,TX     ,202505     ,150123,21671,2,-,-, 
20250515,TX     ,202505     ,150123,21671,2,-,-, 
20250515,TX     ,202505     ,150123,21672,2,-,-, 
20250515,TX     ,202505     ,150123,21672,2,-,-, 
20250515,TX     ,202505     ,150123,21671,2,-,-, 
20250515,TX     ,202505     ,150123,21670,2,-,-, 
20250515,TX     ,202505     ,150123,21670,2,-,-, 
20250515,TX     ,202505     ,150123,21670,4,-,-, 
20250515,TX     ,202505     ,150123,21670,2,-,-, 
20250515,TX     ,202505     ,150123,21670,2,-,-, 
20250515,TX     ,202505     ,150123,21670,2,-,-, 
20250515,TX     ,202505     ,150123,21670,2,-,-, 
20250515,TX     ,202505     ,150123,21670,2,-,-, 
20250515,TX     ,202505     ,150123,21672,2,-,-, 
20250515,TX     ,202505     ,150123,21669,2,-,-, 
20250515,TX     ,202505     ,150123,21669,2,-,-, 
20250515,TX     ,202505     ,150123,21669,2,-,-, 
20250515,TX     ,202505     ,150123,21669,4,-,-, 
20250515,TX     ,202505     ,150123,21673,2,-,-, 
20250515,TX     ,202505     ,150124,21668,2,-,-, 
20250515,TX     ,202505     ,150124,21668,2,-,-, 
20250515,TX     ,202505     ,150124,21668,2,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21670,4,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21667,4,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21666,2,-,-, 
20250515,TX     ,202505     ,150124,21670,2,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21670,2,-,-, 
20250515,TX     ,202505     ,150124,21668,2,-,-, 
20250515,TX     ,202505     ,150124,21670,2,-,-, 
20250515,TX     ,202505     ,150124,21668,2,-,-, 
20250515,TX     ,202505     ,150124,21668,2,-,-, 
20250515,TX     ,202505     ,150124,21671,2,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21666,4,-,-, 
20250515,TX     ,202505     ,150124,21666,4,-,-, 
20250515,TX     ,202505     ,150124,21671,2,-,-, 
20250515,TX     ,202505     ,150124,21667,2,-,-, 
20250515,TX     ,202505     ,150124,21671,2,-,-, 
20250515,TX     ,202505     ,150124,21669,2,-,-, 
20250515,TX     ,202505     ,150124,21670,2,-,-, 
20250515,TX     ,202505     ,150124,21669,2,-,-, 
20250515,TX     ,202505     ,150125,21671,2,-,-, 
20250515,TX     ,202505     ,150125,21671,4,-,-, 
20250515,TX     ,202505     ,150125,21672,2,-,-, 
20250515,TX     ,202505     ,150125,21671,2,-,-, 
20250515,TX     ,202505     ,150125,21671,2,-,-, 
20250515,TX     ,202505     ,150125,21669,2,-,-, 
20250515,TX     ,202505     ,150126,21672,2,-,-, 
20250515,TX     ,202505     ,150126,21673,2,-,-, 
20250515,TX     ,202505     ,150126,21673,2,-,-, 
20250515,TX     ,202505     ,150126,21673,2,-,-, 
20250515,TX     ,202505     ,150126,21673,2,-,-, 
20250515,TX     ,202505     ,150127,21672,2,-,-, 
20250515,TX     ,202505     ,150127,21674,2,-,-, 
20250515,TX     ,202505     ,150127,21673,2,-,-, 
20250515,TX     ,202505     ,150127,21673,2,-,-, 
20250515,TX     ,202505     ,150127,21672,2,-,-, 
20250515,TX     ,202505     ,150127,21672,2,-,-, 
20250515,TX     ,202505     ,150127,21672,2,-,-, 
20250515,TX     ,202505     ,150127,21672,2,-,-, 
20250515,TX     ,202505     ,150127,21672,2,-,-, 
20250515,TX     ,202505     ,150127,21671,2,-,-, 
20250515,TX     ,202505     ,150127,21672,2,-,-, 
20250515,TX     ,202505     ,150127,21671,2,-,-, 
20250515,TX     ,202505     ,150127,21675,2,-,-, 
20250515,TX     ,202505     ,150128,21675,4,-,-, 
20250515,TX     ,202505     ,150130,21676,2,-,-, 
20250515,TX     ,202505     ,150131,21675,2,-,-, 
20250515,TX     ,202505     ,150131,21675,2,-,-, 
20250515,TX     ,202505     ,150132,21677,4,-,-, 
20250515,TX     ,202505     ,150132,21675,2,-,-, 
20250515,TX     ,202505     ,150132,21675,2,-,-, 
20250515,TX     ,202505     ,150132,21674,2,-,-, 
20250515,TX     ,202505     ,150134,21677,2,-,-, 
20250515,TX     ,202505     ,150134,21681,2,-,-, 
20250515,TX     ,202505     ,150134,21677,2,-,-, 
20250515,TX     ,202505     ,150135,21678,2,-,-, 
20250515,TX     ,202505     ,150136,21680,2,-,-, 
20250515,TX     ,202505     ,150136,21678,2,-,-, 
20250515,TX     ,202505     ,150136,21680,6,-,-, 
20250515,TX     ,202505     ,150136,21678,2,-,-, 
