Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20250206,TX     ,202502     ,150000,23290,84,-,-,*
20250206,TX     ,202502     ,150000,23290,2,-,-, 
20250206,TX     ,202502     ,150000,23290,2,-,-, 
20250206,TX     ,202502     ,150000,23292,14,-,-, 
20250206,TX     ,202502     ,150000,23291,2,-,-, 
20250206,TX     ,202502     ,150000,23290,2,-,-, 
20250206,TX     ,202502     ,150000,23293,2,-,-, 
20250206,TX     ,202502     ,150000,23290,2,-,-, 
20250206,TX     ,202502     ,150000,23293,2,-,-, 
20250206,TX     ,202502     ,150000,23293,2,-,-, 
20250206,TX     ,202502     ,150000,23294,2,-,-, 
20250206,TX     ,202502     ,150000,23289,2,-,-, 
20250206,TX     ,202502     ,150005,23290,2,-,-, 
20250206,TX     ,202502     ,150005,23290,2,-,-, 
20250206,TX     ,202502     ,150007,23291,2,-,-, 
20250206,TX     ,202502     ,150009,23290,2,-,-, 
20250206,TX     ,202502     ,150009,23290,2,-,-, 
20250206,TX     ,202502     ,150012,23293,2,-,-, 
20250206,TX     ,202502     ,150012,23294,4,-,-, 
20250206,TX     ,202502     ,150013,23292,2,-,-, 
20250206,TX     ,202502     ,150014,23295,2,-,-, 
20250206,TX     ,202502     ,150015,23295,2,-,-, 
20250206,TX     ,202502     ,150015,23295,2,-,-, 
20250206,TX     ,202502     ,150016,23296,2,-,-, 
20250206,TX     ,202502     ,150017,23297,2,-,-, 
20250206,TX     ,202502     ,150017,23298,4,-,-, 
20250206,TX     ,202502     ,150017,23299,24,-,-, 
20250206,TX     ,202502     ,150017,23299,2,-,-, 
20250206,TX     ,202502     ,150017,23300,6,-,-, 
20250206,TX     ,202502     ,150019,23301,2,-,-, 
20250206,TX     ,202502     ,150019,23301,2,-,-, 
20250206,TX     ,202502     ,150021,23303,2,-,-, 
20250206,TX     ,202502     ,150024,23303,6,-,-, 
20250206,TX     ,202502     ,150024,23304,2,-,-, 
20250206,TX     ,202502     ,150026,23304,2,-,-, 
