Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20241217,TX     ,202412     ,150000,23025,70,-,-,*
20241217,TX     ,202412     ,150000,23022,2,-,-, 
20241217,TX     ,202412     ,150000,23022,2,-,-, 
20241217,TX     ,202412     ,150000,23021,2,-,-, 
20241217,TX     ,202412     ,150000,23021,2,-,-, 
20241217,TX     ,202412     ,150000,23020,2,-,-, 
20241217,TX     ,202412     ,150000,23020,2,-,-, 
20241217,TX     ,202412     ,150000,23019,2,-,-, 
20241217,TX     ,202412     ,150000,23019,4,-,-, 
20241217,TX     ,202412     ,150000,23019,4,-,-, 
20241217,TX     ,202412     ,150000,23018,2,-,-, 
20241217,TX     ,202412     ,150000,23017,2,-,-, 
20241217,TX     ,202412     ,150000,23016,2,-,-, 
20241217,TX     ,202412     ,150000,23016,6,-,-, 
20241217,TX     ,202412     ,150000,23016,4,-,-, 
20241217,TX     ,202412     ,150000,23016,2,-,-, 
20241217,TX     ,202412     ,150000,23015,2,-,-, 
20241217,TX     ,202412     ,150000,23015,4,-,-, 
20241217,TX     ,202412     ,150000,23014,2,-,-, 
20241217,TX     ,202412     ,150000,23014,2,-,-, 
20241217,TX     ,202412     ,150000,23014,2,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23014,2,-,-, 
20241217,TX     ,202412     ,150000,23014,2,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23013,4,-,-, 
20241217,TX     ,202412     ,150000,23013,6,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23012,2,-,-, 
20241217,TX     ,202412     ,150000,23014,2,-,-, 
20241217,TX     ,202412     ,150000,23014,2,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23012,2,-,-, 
20241217,TX     ,202412     ,150000,23012,2,-,-, 
20241217,TX     ,202412     ,150000,23012,2,-,-, 
20241217,TX     ,202412     ,150000,23012,2,-,-, 
20241217,TX     ,202412     ,150000,23012,4,-,-, 
20241217,TX     ,202412     ,150000,23011,4,-,-, 
20241217,TX     ,202412     ,150000,23011,2,-,-, 
20241217,TX     ,202412     ,150000,23011,2,-,-, 
20241217,TX     ,202412     ,150000,23011,2,-,-, 
20241217,TX     ,202412     ,150000,23017,2,-,-, 
20241217,TX     ,202412     ,150000,23018,2,-,-, 
20241217,TX     ,202412     ,150000,23011,2,-,-, 
20241217,TX     ,202412     ,150000,23011,4,-,-, 
20241217,TX     ,202412     ,150000,23010,2,-,-, 
20241217,TX     ,202412     ,150000,23010,2,-,-, 
20241217,TX     ,202412     ,150000,23010,2,-,-, 
20241217,TX     ,202412     ,150000,23010,4,-,-, 
20241217,TX     ,202412     ,150000,23010,6,-,-, 
20241217,TX     ,202412     ,150000,23010,4,-,-, 
20241217,TX     ,202412     ,150000,23009,2,-,-, 
20241217,TX     ,202412     ,150000,23009,4,-,-, 
20241217,TX     ,202412     ,150000,23008,2,-,-, 
20241217,TX     ,202412     ,150000,23008,2,-,-, 
20241217,TX     ,202412     ,150000,23008,2,-,-, 
20241217,TX     ,202412     ,150000,23008,4,-,-, 
20241217,TX     ,202412     ,150000,23008,4,-,-, 
20241217,TX     ,202412     ,150000,23008,4,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23007,4,-,-, 
20241217,TX     ,202412     ,150000,23006,6,-,-, 
20241217,TX     ,202412     ,150000,23006,2,-,-, 
20241217,TX     ,202412     ,150000,23005,2,-,-, 
20241217,TX     ,202412     ,150000,23005,2,-,-, 
20241217,TX     ,202412     ,150000,23005,2,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23007,4,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23017,2,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150000,23007,4,-,-, 
20241217,TX     ,202412     ,150000,23007,2,-,-, 
20241217,TX     ,202412     ,150000,23005,2,-,-, 
20241217,TX     ,202412     ,150000,23005,4,-,-, 
20241217,TX     ,202412     ,150000,23013,2,-,-, 
20241217,TX     ,202412     ,150001,23008,2,-,-, 
20241217,TX     ,202412     ,150001,23007,2,-,-, 
20241217,TX     ,202412     ,150001,23005,4,-,-, 
20241217,TX     ,202412     ,150001,23005,2,-,-, 
20241217,TX     ,202412     ,150001,23005,2,-,-, 
20241217,TX     ,202412     ,150001,23004,2,-,-, 
20241217,TX     ,202412     ,150001,23004,2,-,-, 
20241217,TX     ,202412     ,150001,23004,2,-,-, 
20241217,TX     ,202412     ,150001,23003,2,-,-, 
20241217,TX     ,202412     ,150001,23003,2,-,-, 
20241217,TX     ,202412     ,150001,23003,2,-,-, 
20241217,TX     ,202412     ,150001,23003,2,-,-, 
20241217,TX     ,202412     ,150001,23005,2,-,-, 
20241217,TX     ,202412     ,150001,23009,2,-,-, 
20241217,TX     ,202412     ,150001,23010,2,-,-, 
20241217,TX     ,202412     ,150001,23011,2,-,-, 
20241217,TX     ,202412     ,150001,23013,36,-,-, 
20241217,TX     ,202412     ,150001,23008,4,-,-, 
20241217,TX     ,202412     ,150001,23012,2,-,-, 
20241217,TX     ,202412     ,150001,23010,2,-,-, 
20241217,TX     ,202412     ,150001,23011,2,-,-, 
20241217,TX     ,202412     ,150001,23015,2,-,-, 
20241217,TX     ,202412     ,150001,23008,2,-,-, 
20241217,TX     ,202412     ,150001,23008,2,-,-, 
20241217,TX     ,202412     ,150001,23008,2,-,-, 
20241217,TX     ,202412     ,150001,23007,2,-,-, 
20241217,TX     ,202412     ,150001,23006,2,-,-, 
20241217,TX     ,202412     ,150001,23005,2,-,-, 
20241217,TX     ,202412     ,150001,23004,2,-,-, 
20241217,TX     ,202412     ,150001,23003,2,-,-, 
20241217,TX     ,202412     ,150001,23002,2,-,-, 
20241217,TX     ,202412     ,150001,23002,4,-,-, 
20241217,TX     ,202412     ,150001,23002,4,-,-, 
20241217,TX     ,202412     ,150001,23002,2,-,-, 
20241217,TX     ,202412     ,150001,23002,4,-,-, 
20241217,TX     ,202412     ,150001,23001,2,-,-, 
20241217,TX     ,202412     ,150001,23001,4,-,-, 
20241217,TX     ,202412     ,150001,23001,4,-,-, 
20241217,TX     ,202412     ,150001,23006,2,-,-, 
20241217,TX     ,202412     ,150001,23005,2,-,-, 
20241217,TX     ,202412     ,150001,23005,2,-,-, 
20241217,TX     ,202412     ,150001,23007,2,-,-, 
20241217,TX     ,202412     ,150001,23005,2,-,-, 
20241217,TX     ,202412     ,150001,23006,2,-,-, 
20241217,TX     ,202412     ,150001,23005,2,-,-, 
20241217,TX     ,202412     ,150001,23004,2,-,-, 
20241217,TX     ,202412     ,150001,23003,2,-,-, 
20241217,TX     ,202412     ,150001,23002,2,-,-, 
20241217,TX     ,202412     ,150001,23003,2,-,-, 
20241217,TX     ,202412     ,150001,23001,2,-,-, 
20241217,TX     ,202412     ,150001,23001,2,-,-, 
20241217,TX     ,202412     ,150001,23000,4,-,-, 
20241217,TX     ,202412     ,150001,23000,2,-,-, 
20241217,TX     ,202412     ,150001,23000,2,-,-, 
20241217,TX     ,202412     ,150001,23000,2,-,-, 
20241217,TX     ,202412     ,150001,23000,28,-,-, 
20241217,TX     ,202412     ,150001,23000,4,-,-, 
20241217,TX     ,202412     ,150001,23000,4,-,-, 
20241217,TX     ,202412     ,150001,23000,2,-,-, 
20241217,TX     ,202412     ,150001,23000,4,-,-, 
20241217,TX     ,202412     ,150001,23000,2,-,-, 
20241217,TX     ,202412     ,150001,23000,4,-,-, 
20241217,TX     ,202412     ,150001,22999,2,-,-, 
20241217,TX     ,202412     ,150001,23007,2,-,-, 
20241217,TX     ,202412     ,150001,23010,2,-,-, 
20241217,TX     ,202412     ,150002,23000,2,-,-, 
20241217,TX     ,202412     ,150002,23008,2,-,-, 
20241217,TX     ,202412     ,150002,23010,6,-,-, 
20241217,TX     ,202412     ,150002,23004,2,-,-, 
20241217,TX     ,202412     ,150002,23007,2,-,-, 
20241217,TX     ,202412     ,150002,23005,2,-,-, 
20241217,TX     ,202412     ,150002,23000,2,-,-, 
20241217,TX     ,202412     ,150002,23008,2,-,-, 
20241217,TX     ,202412     ,150002,23007,2,-,-, 
20241217,TX     ,202412     ,150002,23008,2,-,-, 
20241217,TX     ,202412     ,150002,23010,2,-,-, 
20241217,TX     ,202412     ,150002,23013,2,-,-, 
20241217,TX     ,202412     ,150002,23010,2,-,-, 
20241217,TX     ,202412     ,150002,23014,4,-,-, 
20241217,TX     ,202412     ,150002,23009,2,-,-, 
20241217,TX     ,202412     ,150002,23008,2,-,-, 
20241217,TX     ,202412     ,150002,23013,2,-,-, 
20241217,TX     ,202412     ,150002,23007,2,-,-, 
20241217,TX     ,202412     ,150002,23010,6,-,-, 
20241217,TX     ,202412     ,150002,23006,2,-,-, 
20241217,TX     ,202412     ,150003,23010,2,-,-, 
20241217,TX     ,202412     ,150003,23008,2,-,-, 
20241217,TX     ,202412     ,150003,23008,2,-,-, 
20241217,TX     ,202412     ,150003,23012,2,-,-, 
20241217,TX     ,202412     ,150003,23015,2,-,-, 
20241217,TX     ,202412     ,150004,23010,2,-,-, 
20241217,TX     ,202412     ,150004,23016,28,-,-, 
20241217,TX     ,202412     ,150004,23017,4,-,-, 
20241217,TX     ,202412     ,150004,23017,8,-,-, 
20241217,TX     ,202412     ,150004,23017,2,-,-, 
20241217,TX     ,202412     ,150004,23017,2,-,-, 
20241217,TX     ,202412     ,150004,23014,4,-,-, 
20241217,TX     ,202412     ,150004,23010,2,-,-, 
20241217,TX     ,202412     ,150004,23017,2,-,-, 
20241217,TX     ,202412     ,150004,23010,2,-,-, 
20241217,TX     ,202412     ,150004,23017,2,-,-, 
20241217,TX     ,202412     ,150004,23017,4,-,-, 
20241217,TX     ,202412     ,150004,23020,2,-,-, 
20241217,TX     ,202412     ,150004,23021,2,-,-, 
20241217,TX     ,202412     ,150004,23015,2,-,-, 
20241217,TX     ,202412     ,150004,23014,2,-,-, 
20241217,TX     ,202412     ,150004,23017,2,-,-, 
20241217,TX     ,202412     ,150004,23014,2,-,-, 
20241217,TX     ,202412     ,150004,23013,2,-,-, 
20241217,TX     ,202412     ,150005,23013,2,-,-, 
20241217,TX     ,202412     ,150005,23012,2,-,-, 
20241217,TX     ,202412     ,150005,23009,2,-,-, 
20241217,TX     ,202412     ,150005,23009,2,-,-, 
20241217,TX     ,202412     ,150005,23008,2,-,-, 
20241217,TX     ,202412     ,150005,23008,2,-,-, 
20241217,TX     ,202412     ,150006,23007,2,-,-, 
20241217,TX     ,202412     ,150006,23007,2,-,-, 
20241217,TX     ,202412     ,150006,23009,2,-,-, 
20241217,TX     ,202412     ,150006,23009,2,-,-, 
20241217,TX     ,202412     ,150006,23009,2,-,-, 
20241217,TX     ,202412     ,150006,23013,2,-,-, 
20241217,TX     ,202412     ,150006,23013,2,-,-, 
20241217,TX     ,202412     ,150006,23010,2,-,-, 
20241217,TX     ,202412     ,150007,23010,2,-,-, 
20241217,TX     ,202412     ,150007,23008,2,-,-, 
20241217,TX     ,202412     ,150007,23008,2,-,-, 
20241217,TX     ,202412     ,150007,23012,2,-,-, 
20241217,TX     ,202412     ,150007,23007,2,-,-, 
20241217,TX     ,202412     ,150007,23007,2,-,-, 
20241217,TX     ,202412     ,150007,23007,2,-,-, 
20241217,TX     ,202412     ,150007,23010,2,-,-, 
20241217,TX     ,202412     ,150008,23007,2,-,-, 
20241217,TX     ,202412     ,150008,23011,2,-,-, 
20241217,TX     ,202412     ,150008,23012,2,-,-, 
20241217,TX     ,202412     ,150008,23010,2,-,-, 
20241217,TX     ,202412     ,150008,23009,2,-,-, 
20241217,TX     ,202412     ,150008,23009,2,-,-, 
