Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20241204,TX     ,202412     ,150000,23275,138,-,-,*
20241204,TX     ,202412     ,150000,23275,4,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23275,6,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23275,4,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23274,2,-,-, 
20241204,TX     ,202412     ,150000,23271,2,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23276,2,-,-, 
20241204,TX     ,202412     ,150000,23276,2,-,-, 
20241204,TX     ,202412     ,150000,23276,2,-,-, 
20241204,TX     ,202412     ,150000,23273,2,-,-, 
20241204,TX     ,202412     ,150000,23275,2,-,-, 
20241204,TX     ,202412     ,150000,23276,2,-,-, 
20241204,TX     ,202412     ,150000,23276,2,-,-, 
20241204,TX     ,202412     ,150000,23276,2,-,-, 
20241204,TX     ,202412     ,150000,23277,6,-,-, 
20241204,TX     ,202412     ,150000,23277,4,-,-, 
20241204,TX     ,202412     ,150000,23279,2,-,-, 
20241204,TX     ,202412     ,150000,23279,2,-,-, 
20241204,TX     ,202412     ,150000,23280,2,-,-, 
20241204,TX     ,202412     ,150000,23281,2,-,-, 
20241204,TX     ,202412     ,150000,23282,2,-,-, 
20241204,TX     ,202412     ,150001,23278,2,-,-, 
20241204,TX     ,202412     ,150001,23281,2,-,-, 
20241204,TX     ,202412     ,150001,23282,6,-,-, 
20241204,TX     ,202412     ,150001,23277,2,-,-, 
