Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20241226,TX     ,202501     ,150000,23306,62,-,-,*
20241226,TX     ,202501     ,150000,23306,2,-,-, 
20241226,TX     ,202501     ,150000,23308,4,-,-, 
20241226,TX     ,202501     ,150000,23308,2,-,-, 
20241226,TX     ,202501     ,150000,23306,4,-,-, 
20241226,TX     ,202501     ,150000,23309,4,-,-, 
20241226,TX     ,202501     ,150000,23309,2,-,-, 
20241226,TX     ,202501     ,150000,23305,2,-,-, 
20241226,TX     ,202501     ,150000,23310,4,-,-, 
20241226,TX     ,202501     ,150000,23310,2,-,-, 
20241226,TX     ,202501     ,150000,23312,2,-,-, 
20241226,TX     ,202501     ,150001,23310,2,-,-, 
20241226,TX     ,202501     ,150001,23310,2,-,-, 
20241226,TX     ,202501     ,150001,23308,2,-,-, 
20241226,TX     ,202501     ,150003,23311,2,-,-, 
20241226,TX     ,202501     ,150003,23312,2,-,-, 
20241226,TX     ,202501     ,150004,23310,6,-,-, 
20241226,TX     ,202501     ,150004,23308,2,-,-, 
20241226,TX     ,202501     ,150006,23309,2,-,-, 
20241226,TX     ,202501     ,150006,23308,2,-,-, 
20241226,TX     ,202501     ,150006,23308,2,-,-, 
20241226,TX     ,202501     ,150009,23311,2,-,-, 
20241226,TX     ,202501     ,150010,23311,2,-,-, 
20241226,TX     ,202501     ,150010,23311,2,-,-, 
20241226,TX     ,202501     ,150011,23312,2,-,-, 
20241226,TX     ,202501     ,150011,23313,2,-,-, 
20241226,TX     ,202501     ,150011,23313,4,-,-, 
20241226,TX     ,202501     ,150011,23314,4,-,-, 
20241226,TX     ,202501     ,150012,23312,2,-,-, 
20241226,TX     ,202501     ,150012,23311,2,-,-, 
20241226,TX     ,202501     ,150012,23310,2,-,-, 
20241226,TX     ,202501     ,150012,23310,2,-,-, 
20241226,TX     ,202501     ,150012,23309,2,-,-, 
20241226,TX     ,202501     ,150012,23308,2,-,-, 
20241226,TX     ,202501     ,150012,23308,2,-,-, 
20241226,TX     ,202501     ,150012,23309,2,-,-, 
20241226,TX     ,202501     ,150012,23308,2,-,-, 
20241226,TX     ,202501     ,150012,23308,2,-,-, 
20241226,TX     ,202501     ,150012,23312,2,-,-, 
20241226,TX     ,202501     ,150012,23309,2,-,-, 
20241226,TX     ,202501     ,150012,23308,2,-,-, 
20241226,TX     ,202501     ,150012,23308,2,-,-, 
20241226,TX     ,202501     ,150013,23311,6,-,-, 
20241226,TX     ,202501     ,150017,23308,2,-,-, 
20241226,TX     ,202501     ,150020,23309,2,-,-, 
20241226,TX     ,202501     ,150020,23310,2,-,-, 
20241226,TX     ,202501     ,150020,23308,2,-,-, 
20241226,TX     ,202501     ,150020,23308,2,-,-, 
20241226,TX     ,202501     ,150022,23309,2,-,-, 
20241226,TX     ,202501     ,150024,23309,2,-,-, 
20241226,TX     ,202501     ,150025,23309,2,-,-, 
20241226,TX     ,202501     ,150026,23309,2,-,-, 
20241226,TX     ,202501     ,150026,23310,2,-,-, 
20241226,TX     ,202501     ,150026,23311,2,-,-, 
20241226,TX     ,202501     ,150026,23311,12,-,-, 
20241226,TX     ,202501     ,150026,23312,4,-,-, 
20241226,TX     ,202501     ,150028,23311,2,-,-, 
20241226,TX     ,202501     ,150028,23310,2,-,-, 
20241226,TX     ,202501     ,150029,23311,2,-,-, 
20241226,TX     ,202501     ,150031,23312,2,-,-, 
20241226,TX     ,202501     ,150039,23311,2,-,-, 
20241226,TX     ,202501     ,150039,23311,2,-,-, 
20241226,TX     ,202501     ,150041,23312,2,-,-, 
20241226,TX     ,202501     ,150045,23311,2,-,-, 
20241226,TX     ,202501     ,150049,23311,2,-,-, 
20241226,TX     ,202501     ,150051,23312,8,-,-, 
20241226,TX     ,202501     ,150054,23312,2,-,-, 
20241226,TX     ,202501     ,150054,23312,2,-,-, 
20241226,TX     ,202501     ,150055,23311,4,-,-, 
20241226,TX     ,202501     ,150057,23311,2,-,-, 
20241226,TX     ,202501     ,150057,23310,2,-,-, 
20241226,TX     ,202501     ,150057,23310,2,-,-, 
20241226,TX     ,202501     ,150057,23310,2,-,-, 
20241226,TX     ,202501     ,150057,23310,2,-,-, 
20241226,TX     ,202501     ,150100,23309,2,-,-, 
20241226,TX     ,202501     ,150100,23309,2,-,-, 
20241226,TX     ,202501     ,150100,23308,2,-,-, 
20241226,TX     ,202501     ,150100,23308,2,-,-, 
20241226,TX     ,202501     ,150100,23308,2,-,-, 
20241226,TX     ,202501     ,150100,23308,2,-,-, 
20241226,TX     ,202501     ,150100,23308,2,-,-, 
20241226,TX     ,202501     ,150100,23308,2,-,-, 
20241226,TX     ,202501     ,150100,23307,2,-,-, 
20241226,TX     ,202501     ,150100,23306,2,-,-, 
20241226,TX     ,202501     ,150100,23306,2,-,-, 
20241226,TX     ,202501     ,150100,23307,2,-,-, 
20241226,TX     ,202501     ,150100,23308,2,-,-, 
20241226,TX     ,202501     ,150100,23306,2,-,-, 
20241226,TX     ,202501     ,150102,23307,2,-,-, 
20241226,TX     ,202501     ,150104,23307,2,-,-, 
20241226,TX     ,202501     ,150107,23307,2,-,-, 
20241226,TX     ,202501     ,150109,23307,2,-,-, 
20241226,TX     ,202501     ,150109,23307,2,-,-, 
20241226,TX     ,202501     ,150109,23307,2,-,-, 
20241226,TX     ,202501     ,150111,23308,2,-,-, 
20241226,TX     ,202501     ,150112,23307,2,-,-, 
20241226,TX     ,202501     ,150114,23309,2,-,-, 
20241226,TX     ,202501     ,150114,23307,2,-,-, 
20241226,TX     ,202501     ,150115,23307,2,-,-, 
20241226,TX     ,202501     ,150115,23306,2,-,-, 
20241226,TX     ,202501     ,150116,23306,2,-,-, 
20241226,TX     ,202501     ,150116,23306,2,-,-, 
20241226,TX     ,202501     ,150116,23306,2,-,-, 
20241226,TX     ,202501     ,150117,23308,2,-,-, 
20241226,TX     ,202501     ,150118,23306,2,-,-, 
20241226,TX     ,202501     ,150118,23307,2,-,-, 
20241226,TX     ,202501     ,150123,23306,2,-,-, 
20241226,TX     ,202501     ,150123,23306,2,-,-, 
20241226,TX     ,202501     ,150123,23306,2,-,-, 
20241226,TX     ,202501     ,150123,23305,2,-,-, 
20241226,TX     ,202501     ,150123,23305,2,-,-, 
20241226,TX     ,202501     ,150126,23305,2,-,-, 
20241226,TX     ,202501     ,150126,23305,2,-,-, 
20241226,TX     ,202501     ,150128,23306,2,-,-, 
20241226,TX     ,202501     ,150130,23303,2,-,-, 
20241226,TX     ,202501     ,150130,23304,10,-,-, 
20241226,TX     ,202501     ,150130,23305,6,-,-, 
20241226,TX     ,202501     ,150133,23303,2,-,-, 
20241226,TX     ,202501     ,150133,23303,2,-,-, 
20241226,TX     ,202501     ,150133,23303,2,-,-, 
20241226,TX     ,202501     ,150133,23303,2,-,-, 
20241226,TX     ,202501     ,150134,23302,4,-,-, 
20241226,TX     ,202501     ,150134,23302,2,-,-, 
20241226,TX     ,202501     ,150134,23302,2,-,-, 
20241226,TX     ,202501     ,150134,23302,2,-,-, 
20241226,TX     ,202501     ,150138,23302,2,-,-, 
20241226,TX     ,202501     ,150139,23304,2,-,-, 
20241226,TX     ,202501     ,150140,23304,2,-,-, 
20241226,TX     ,202501     ,150141,23305,2,-,-, 
20241226,TX     ,202501     ,150141,23305,2,-,-, 
20241226,TX     ,202501     ,150141,23304,2,-,-, 
20241226,TX     ,202501     ,150142,23304,2,-,-, 
20241226,TX     ,202501     ,150142,23304,2,-,-, 
20241226,TX     ,202501     ,150142,23304,2,-,-, 
20241226,TX     ,202501     ,150145,23305,2,-,-, 
20241226,TX     ,202501     ,150148,23305,18,-,-, 
20241226,TX     ,202501     ,150148,23307,2,-,-, 
20241226,TX     ,202501     ,150148,23305,2,-,-, 
20241226,TX     ,202501     ,150155,23305,2,-,-, 
20241226,TX     ,202501     ,150155,23308,6,-,-, 
20241226,TX     ,202501     ,150155,23309,10,-,-, 
