Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20241225,TX     ,202501     ,150000,23336,60,-,-,*
20241225,TX     ,202501     ,150000,23336,2,-,-, 
20241225,TX     ,202501     ,150000,23336,2,-,-, 
20241225,TX     ,202501     ,150000,23335,2,-,-, 
20241225,TX     ,202501     ,150000,23333,2,-,-, 
20241225,TX     ,202501     ,150000,23332,2,-,-, 
20241225,TX     ,202501     ,150000,23337,2,-,-, 
20241225,TX     ,202501     ,150000,23330,2,-,-, 
20241225,TX     ,202501     ,150000,23329,2,-,-, 
20241225,TX     ,202501     ,150000,23336,2,-,-, 
20241225,TX     ,202501     ,150000,23337,2,-,-, 
20241225,TX     ,202501     ,150000,23338,8,-,-, 
20241225,TX     ,202501     ,150000,23336,2,-,-, 
20241225,TX     ,202501     ,150001,23336,2,-,-, 
20241225,TX     ,202501     ,150001,23336,2,-,-, 
20241225,TX     ,202501     ,150001,23338,4,-,-, 
20241225,TX     ,202501     ,150001,23336,2,-,-, 
20241225,TX     ,202501     ,150001,23338,2,-,-, 
20241225,TX     ,202501     ,150001,23339,2,-,-, 
20241225,TX     ,202501     ,150003,23337,2,-,-, 
20241225,TX     ,202501     ,150004,23336,10,-,-, 
20241225,TX     ,202501     ,150004,23336,2,-,-, 
20241225,TX     ,202501     ,150004,23338,2,-,-, 
20241225,TX     ,202501     ,150004,23338,2,-,-, 
20241225,TX     ,202501     ,150006,23336,2,-,-, 
20241225,TX     ,202501     ,150006,23336,8,-,-, 
20241225,TX     ,202501     ,150006,23336,6,-,-, 
20241225,TX     ,202501     ,150006,23335,2,-,-, 
20241225,TX     ,202501     ,150006,23333,2,-,-, 
20241225,TX     ,202501     ,150006,23330,2,-,-, 
20241225,TX     ,202501     ,150008,23331,2,-,-, 
20241225,TX     ,202501     ,150008,23331,2,-,-, 
20241225,TX     ,202501     ,150012,23332,2,-,-, 
20241225,TX     ,202501     ,150013,23332,2,-,-, 
20241225,TX     ,202501     ,150013,23331,2,-,-, 
20241225,TX     ,202501     ,150013,23331,4,-,-, 
20241225,TX     ,202501     ,150013,23331,2,-,-, 
20241225,TX     ,202501     ,150013,23330,2,-,-, 
20241225,TX     ,202501     ,150013,23330,2,-,-, 
20241225,TX     ,202501     ,150014,23331,2,-,-, 
20241225,TX     ,202501     ,150017,23332,2,-,-, 
20241225,TX     ,202501     ,150018,23334,2,-,-, 
20241225,TX     ,202501     ,150020,23333,2,-,-, 
20241225,TX     ,202501     ,150020,23334,4,-,-, 
20241225,TX     ,202501     ,150022,23332,2,-,-, 
20241225,TX     ,202501     ,150022,23334,2,-,-, 
20241225,TX     ,202501     ,150024,23331,2,-,-, 
20241225,TX     ,202501     ,150025,23331,2,-,-, 
20241225,TX     ,202501     ,150025,23331,2,-,-, 
20241225,TX     ,202501     ,150028,23330,2,-,-, 
20241225,TX     ,202501     ,150028,23330,2,-,-, 
20241225,TX     ,202501     ,150029,23331,2,-,-, 
20241225,TX     ,202501     ,150029,23331,2,-,-, 
20241225,TX     ,202501     ,150030,23331,2,-,-, 
20241225,TX     ,202501     ,150033,23330,2,-,-, 
20241225,TX     ,202501     ,150033,23330,2,-,-, 
20241225,TX     ,202501     ,150035,23330,2,-,-, 
20241225,TX     ,202501     ,150042,23331,6,-,-, 
20241225,TX     ,202501     ,150042,23330,2,-,-, 
20241225,TX     ,202501     ,150043,23332,4,-,-, 
20241225,TX     ,202501     ,150043,23330,2,-,-, 
20241225,TX     ,202501     ,150043,23330,2,-,-, 
20241225,TX     ,202501     ,150043,23329,2,-,-, 
20241225,TX     ,202501     ,150043,23329,2,-,-, 
20241225,TX     ,202501     ,150043,23328,2,-,-, 
20241225,TX     ,202501     ,150043,23328,2,-,-, 
20241225,TX     ,202501     ,150044,23330,2,-,-, 
20241225,TX     ,202501     ,150047,23328,2,-,-, 
20241225,TX     ,202501     ,150047,23326,2,-,-, 
20241225,TX     ,202501     ,150047,23326,2,-,-, 
20241225,TX     ,202501     ,150047,23326,2,-,-, 
20241225,TX     ,202501     ,150048,23326,2,-,-, 
20241225,TX     ,202501     ,150049,23328,2,-,-, 
20241225,TX     ,202501     ,150050,23326,4,-,-, 
